struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:2305:16);hsa_agent_t;agent;uint64_t;virtual_address;uint32_t;fault_reason_mask
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:2928:16);hsa_access_permission_t;permissions;hsa_agent_t;agent_handle
hsa_signal_s;uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_image.h:1205:16);hsa_ext_sampler_coordinate_mode32_t;coordinate_mode;hsa_ext_sampler_filter_mode32_t;filter_mode;hsa_ext_sampler_addressing_mode32_t;address_mode
struct (unnamed at /opt/rocm/include/hsa/hsa.h:3581:16);uint64_t;handle
hsa_dim3_s;uint32_t;x;uint32_t;y;uint32_t;z
hsa_cache_s;uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_image.h:311:16);hsa_ext_image_channel_type32_t;channel_type;hsa_ext_image_channel_order32_t;channel_order
struct (unnamed at /opt/rocm/include/hsa/hsa.h:1358:16);uint64_t;handle
hsa_barrier_or_packet_s;uint16_t;header;uint16_t;reserved0;uint32_t;reserved1;hsa_signal_t[5];dep_signal;uint64_t;reserved2;hsa_signal_t;completion_signal
struct (unnamed at /opt/rocm/include/hsa/hsa.h:4061:16);uint64_t;handle
hsa_ext_image_descriptor_s;hsa_ext_image_geometry_t;geometry;size_t;width;size_t;height;size_t;depth;size_t;array_size;hsa_ext_image_format_t;format
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:105:16);uint16_t;header;hsa_amd_packet_type8_t;AmdFormat;uint8_t;reserved
hsa_ext_image_format_s;hsa_ext_image_channel_type32_t;channel_type;hsa_ext_image_channel_order32_t;channel_order
hsa_amd_memory_pool_s;uint64_t;handle
union (anonymous at /opt/rocm/include/hsa/hsa_ext_amd.h:2359:3);hsa_amd_gpu_memory_fault_info_t;memory_fault;hsa_amd_gpu_hw_exception_info_t;hw_exception
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_image.h:174:16);uint64_t;handle
hsa_ext_image_data_info_s;size_t;size;size_t;alignment
hsa_amd_profiling_dispatch_time_s;uint64_t;start;uint64_t;end
hsa_amd_pointer_info_s;uint32_t;size;hsa_amd_pointer_type_t;type;void*;agentBaseAddress;void*;hostBaseAddress;size_t;sizeInBytes;void*;userData;hsa_agent_t;agentOwner;uint32_t;global_flags
hsa_ext_image_s;uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:571:16);uint64_t;start;uint64_t;end
__fsid_t;int[2];__val
hsa_loaded_code_object_s;uint64_t;handle
hsa_isa_s;uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:2005:16);uint32_t;size;hsa_amd_pointer_type_t;type;void*;agentBaseAddress;void*;hostBaseAddress;size_t;sizeInBytes;void*;userData;hsa_agent_t;agentOwner;uint32_t;global_flags
struct (unnamed at /opt/rocm/include/hsa/hsa.h:1182:16);uint64_t;handle
hsa_agent_s;uint64_t;handle
hsa_executable_symbol_s;uint64_t;handle
hsa_executable_s;uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa.h:2226:16);uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:1920:16);uint32_t;version;uint32_t;deviceID;uint32_t[1];data
hsa_signal_group_s;uint64_t;handle
hsa_amd_profiling_async_copy_time_s;uint64_t;start;uint64_t;end
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:463:16);uint32_t*;HDP_MEM_FLUSH_CNTL;uint32_t*;HDP_REG_FLUSH_CNTL
hsa_amd_image_descriptor_s;uint32_t;version;uint32_t;deviceID;uint32_t[1];data
hsa_agent_dispatch_packet_s;uint16_t;header;uint16_t;type;uint32_t;reserved0;void*;return_address;uint64_t[4];arg;uint64_t;reserved2;hsa_signal_t;completion_signal
hsa_amd_ipc_memory_s;uint32_t[8];handle
hsa_amd_memory_access_desc_s;hsa_access_permission_t;permissions;hsa_agent_t;agent_handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:2354:16);hsa_amd_event_type_t;event_type
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_image.h:326:16);hsa_ext_image_geometry_t;geometry;size_t;width;size_t;height;size_t;depth;size_t;array_size;hsa_ext_image_format_t;format
struct (unnamed at /opt/rocm/include/hsa/hsa.h:4282:16);uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa_ext_amd.h:2582:16);uint64_t;attribute;uint64_t;value
struct (unnamed at /opt/rocm/include/hsa/hsa.h:4694:16);uint64_t;handle
struct (unnamed at /opt/rocm/include/hsa/hsa.h:774:16);uint64_t;handle
hsa_callback_data_s;uint64_t;handle
